no,kode,nama_bahan,url_detail,Jenis pangan,Kode Baru,Kode Lama,Kelompok,Nama Inggris,Abu (Ash),Air (Water),"Besi (Fe), Ferrum, Iron",β-Karoten (Carotenes),Energi (Energy),"Fosfor (P), Phosphorus","Kalium (K), Potassium","Kalsium (Ca), Calcium",Karbohidrat (CHO),Karoten total (Re),Lemak (Fat),"Natrium (Na), Sodium","Niasin, C6H5NO2, Niacin",Protein,"Retinol (vit A), C20H30O",Riboflavin (vitamin B2),"Seng (Zn), Zinc",Serat (Fiber),"Tembaga (Cu), Copper",Tiamina (vitamin B1),Vitamin C,Spesies,Genus,Familia
620,CP041,Keripik tempe abadi besar,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP041#AndraFarm,Olahan,CP041,-,Kacang,Abadi tempe chips big,2.8,4.5,5.4,,556.0,215.0,,112.0,39.8,,37.1,,,15.8,,,,3.5,,0.63,,,,
621,CP042,Keripik tempe abadi murni,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP042#AndraFarm,Olahan,CP042,-,Kacang,Abadi tempe chips pure,2.7,3.2,5.2,,542.0,529.0,,175.0,11.6,50.0,42.4,,,40.3,,,,2.2,,0.1,,,,
622,CP045,Keripik tempe abadi prima,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP045#AndraFarm,Olahan,CP045,-,Kacang,Abadi tempe chips prime,2.6,4.8,3.2,,540.0,184.0,,92.0,42.0,1080.0,33.9,,,16.7,,,,2.2,,0.38,,,,
623,CP043,Keripik tempe abadi sedang,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP043#AndraFarm,Olahan,CP043,-,Kacang,Abadi tempe chips intermediate,3.1,4.4,8.4,,510.0,211.0,,122.0,52.4,,27.9,,,12.3,,,,3.6,,0.52,,,,
624,CP044,Keripik tempe abadi telur,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP044#AndraFarm,Olahan,CP044,-,Kacang,Abadi tempe chips egg,2.9,4.5,5.4,,529.0,222.0,,124.0,40.2,,31.7,,,20.8,,,,3.0,,0.86,,,,
625,BP039,Keripik ubi,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP039#AndraFarm,Olahan,BP039,-,Umbi,Sweet Potato Chips,2.3,6.0,0.9,920.0,486.0,92.0,2.0,68.0,67.6,,23.9,52.0,0.5,0.2,,0.1,2.3,14.3,0.7,0.1,,,,
626,DR108,"Kerokot, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR108#AndraFarm,Tunggal,DR108,-,Sayur,"Kerokot, fresh",1.1,93.0,3.6,0.0,26.0,39.0,240.5,103.0,3.8,2550.0,0.4,4.0,0.2,1.7,,0.09,0.9,1.0,0.23,0.03,25.0,Portulaca oleracea L.,Portulaca,Portulacaceae
627,BP040,Kerupuk cumi goreng,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP040#AndraFarm,Olahan,BP040,-,Umbi,Fried squid crackers,3.8,3.4,1.8,,444.0,375.0,191.0,47.0,71.3,,14.6,837.0,1.8,6.9,,0.1,0.3,5.0,0.1,0.4,,,,
628,BP041,Kerupuk kemplang (ikan) mentah,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP041#AndraFarm,Olahan,BP041,-,Umbi,Raw Kemplang (fish) crackers,5.1,14.2,2.3,,325.0,268.0,273.0,59.0,78.5,,0.4,1123.0,2.3,1.8,32.0,0.1,0.5,4.5,0.2,0.6,,,,
629,BP042,Kerupuk kemplang goreng,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP042#AndraFarm,Olahan,BP042,-,Umbi,Fried kemplang crackers,3.4,5.8,2.9,,504.0,94.0,,50.0,57.1,280.0,28.1,,,5.6,6.0,,,0.3,,0.31,,,,
630,BP043,Kerupuk kemplang panggang,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP043#AndraFarm,Olahan,BP043,-,Umbi,Roasted kemplang crackers,3.0,9.4,2.9,,356.0,129.0,,62.0,76.9,280.0,1.1,,,9.7,7.0,,,1.0,,0.36,,,,
631,BP044,Kerupuk mie kuning goreng,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP044#AndraFarm,Olahan,BP044,-,Umbi,Fried yellow noodle crackers,0.3,7.2,4.6,,476.0,36.0,109.0,57.0,71.3,333.0,21.1,,0.9,0.1,,,0.2,4.2,0.1,0.22,,,,
632,BP045,Kerupuk udang goreng,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP045#AndraFarm,Olahan,BP045,-,Umbi,Fried shrimp crackers,1.9,4.4,0.9,,477.0,188.0,109.0,24.0,68.5,,20.5,449.0,0.9,4.7,,,0.2,5.0,0.1,0.2,,,,
633,FP007,Kerupuk urat,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FP007#AndraFarm,Olahan,FP007,-,Daging,Veins crackers,0.6,3.6,1.3,,588.0,15.0,37.0,36.0,1.2,,40.9,1024.0,,53.7,2802.0,,0.2,,0.1,,,,,
634,ER048,"Kesemek, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER048#AndraFarm,Tunggal,ER048,-,Buah,"Persimmons, fresh",0.6,78.2,0.3,109.0,78.0,26.0,34.5,6.0,20.0,2710.0,0.4,0.0,0.1,0.8,,,0.1,0.6,0.13,0.05,11.0,Diospyros kaki L.f.,Diospyros,Ebenaceae
635,AP015,"Ketan hitam, matang",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP015#AndraFarm,Olahan,AP015,-,Serealia,"Black sticky rice, cooked",0.6,56.9,1.7,,181.0,144.0,18.4,9.0,37.3,,1.2,9.0,0.5,4.0,,,0.7,0.3,0.1,0.06,,,,
636,AP017,"Ketan putih, matang",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP017#AndraFarm,Olahan,AP017,-,Serealia,"White sticky rice, cooked",0.2,60.7,0.7,,163.0,55.0,16.8,4.0,35.7,,0.4,8.0,0.5,3.0,,,0.7,0.2,0.1,0.07,,,,
637,BR016,"Ketela pohon/ singkong, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BR016#AndraFarm,Tunggal,BR016,-,Umbi,"Cassava (Giant taro), fresh",0.5,61.4,1.1,,154.0,24.0,394.0,77.0,36.8,,0.3,2.0,0.5,1.0,,0.1,0.4,0.9,0.3,0.06,31.0,Alocacia macrorrhizos(L.) G. Don,Alocacia,Araceae
638,BP008,Ketela pohon/singkong kukus,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP008#AndraFarm,Olahan,BP008,-,Umbi,Steamed cassava,0.6,61.5,0.4,,153.0,22.0,345.3,56.0,36.4,,0.3,2.0,0.3,1.2,,,0.1,1.3,0.3,,20.0,,,
639,DR110,"Ketimun krai, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR110#AndraFarm,Tunggal,DR110,-,Sayur,"Cucumber (krai), fresh",0.5,96.8,1.0,19.0,10.0,98.0,82.1,20.0,2.0,21.0,0.2,10.0,0.1,0.5,,0.03,0.1,0.6,0.03,0.02,3.0,Cucumis melo forma melo,Cucumis,Cucurbitaceae
640,DR111,"Ketimun madura, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR111#AndraFarm,Tunggal,DR111,-,Sayur,"Cucumber (madura), fresh",0.4,97.1,0.6,25.0,9.0,102.0,78.9,15.0,1.9,,0.1,2.0,0.1,0.5,,0.02,0.1,0.7,0.02,0.02,5.0,Cucumis sativus L.,Cucumis,Cucurbitaceae
641,DR109,"Ketimun, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR109#AndraFarm,Tunggal,DR109,-,Sayur,"Cucumber, fresh",0.3,97.9,0.8,18.0,8.0,95.0,57.1,29.0,1.4,314.0,0.2,2.0,0.1,0.2,,0.02,0.1,0.3,0.02,0.01,1.0,Cucumis sativus L.,Cucumis,Cucurbitaceae
642,AP060,Ketoprak,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP060#AndraFarm,Olahan,AP060,-,Serealia,Ketoprak,2.6,69.1,3.4,,153.0,134.0,,153.0,13.0,435.0,7.7,,,7.9,3.0,,,2.9,,0.05,,,,
643,NR020,"Ketumbar, kering",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=NR020#AndraFarm,Tunggal,NR020,-,Bumbu,"Corpiande, seed, dried",4.4,11.2,17.9,75.0,418.0,370.0,1787.0,630.0,54.2,1570.0,16.1,91.0,1.8,14.1,,0.35,4.6,12.3,0.95,0.2,,Coriandrum sativum,Coriandrum,Apiaceae
644,AP061,Ketupat kandangan,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP061#AndraFarm,Olahan,AP061,-,Serealia,Ketupat kandangan,0.7,78.5,,,109.0,,,,13.4,,5.2,,,2.2,,,,,,,,,,
645,AP014,Ketupat ketan,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP014#AndraFarm,Olahan,AP014,-,Serealia,Ketupat sticky rice,0.9,52.0,1.0,,212.0,46.0,,8.0,38.6,,4.6,,0.2,4.0,,,,0.2,,0.07,,,,
646,NR021,Kluwek,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=NR021#AndraFarm,Tunggal,NR021,-,Bumbu,Pucungmit (Kluwek),1.5,51.0,2.0,,310.0,100.0,,40.0,13.5,,24.0,,,10.0,,,,,,0.15,30.0,Pangium edule,Pangium,Achariaceae
647,GR042,"Kodok, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR042#AndraFarm,Tunggal,GR042,-,Ikan dsb,"Frog, fresh",1.4,81.9,1.1,,73.0,147.0,,18.0,,,0.3,,,16.4,,,,,,0.14,,Fejervarya cancrivora,Fejervarya,Dicroglissidae
648,ER049,"Kokosan, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER049#AndraFarm,Tunggal,ER049,-,Buah,"Kokosan, fresh",0.2,85.0,1.3,,86.0,38.0,118.3,22.0,13.0,20.0,0.2,2.0,1.5,1.6,,0.04,0.2,1.4,0.08,0.04,3.0,Lansium domesticum Correa,Lansium,Meliaceae
649,DR114,"Kol merah, kol putih",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR114#AndraFarm,Tunggal,DR114,-,Sayur,"Red cabbage, white cabbage",0.9,92.4,0.5,46.0,29.0,31.0,236.8,46.0,5.3,80.0,0.2,28.0,0.3,1.4,,0.07,0.3,1.9,0.29,0.06,50.0,"Brassica oleracea L.cv. groups White Headed Cabbage, Brassica oleracea L.cv. groups Red Headed Cabbage",Brassica,Cruciferae / Brassicaceae
650,CR039,"Komak polong, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR039#AndraFarm,Tunggal,CR039,-,Kacang,"Hyacinth bean, peas, fresh",1.1,74.3,13.1,5.0,99.0,99.0,567.0,50.0,21.2,,0.1,15.0,0.2,3.3,,0.03,0.6,10.3,0.2,0.13,,Lablab purpureus,Lablab,Fabaceae
651,DR112,"Komak, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR112#AndraFarm,Tunggal,DR112,-,Sayur,"Hyacinth bean, fresh",1.1,74.3,13.1,5.0,99.0,99.0,567.0,50.0,21.2,,0.1,15.0,0.1,3.3,,0.19,0.6,10.3,0.2,0.2,,Lablab purpureus,Lablab,Fabaceae
652,MP009,Kopi bubuk instant,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=MP009#AndraFarm,Olahan,MP009,-,Gula,Instant ground coffee,9.7,2.6,5.6,,129.0,383.0,3256.0,179.0,35.0,,0.5,72.0,30.6,12.3,,0.21,,,0.14,,,,,
653,CR040,"Koro andong, kering",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR040#AndraFarm,Tunggal,CR040,-,Kacang,"Jack bean (Koro Andong), dried",3.0,10.8,6.2,,356.0,272.0,301.8,150.0,61.6,,4.1,18.0,1.4,20.5,,0.02,2.8,7.0,0.73,0.29,1.0,Canavalia ensifornus,Canavalia,Leguminosae
654,CR041,"Koro benguk, biji, kering",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR041#AndraFarm,Tunggal,CR041,-,Kacang,"Hyacinth bean, seaded, dried",3.0,15.0,2.0,,332.0,200.0,389.2,30.0,55.0,70.0,3.0,42.0,1.7,24.0,,0.12,8.7,5.6,1.25,0.3,,Mucuna pruriens / Lablab purpureus,Mucuna / Lablab,Leguminosae
655,CR042,"Koro kerupuk, biji, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR042#AndraFarm,Tunggal,CR042,-,Kacang,"Hyacinth bean, seeded, fresh",1.7,67.2,2.7,,125.0,12.0,150.3,17.0,22.1,80.0,0.7,16.0,1.1,8.3,,0.04,3.4,2.2,0.48,0.11,31.0,Mucuna pruriens / Lablab purpureus,Mucuna / Lablab,Fabaceae
656,DR115,"Koro kerupuk, polong",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR115#AndraFarm,Tunggal,DR115,-,Sayur,"Koro crackers, pods",1.7,67.2,2.7,,128.0,12.0,,17.0,22.1,80.0,0.7,,,8.3,,,,,,0.11,31.0,Mucuna pruriens / Lablab purpureus,Mucuna / Lablab,Fabaceae
657,CR043,"Koro loke, biji, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR043#AndraFarm,Tunggal,CR043,-,Kacang,"Koro loke, seeds, fresh",0.6,88.6,2.0,,33.0,40.0,38.6,60.0,7.9,40.0,0.2,2.0,0.2,2.7,,,0.4,3.5,0.09,0.1,,,,
658,CR044,"Koro roay, kering",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR044#AndraFarm,Tunggal,CR044,-,Kacang,"Koro roay (Lima bean), dried",3.0,13.0,4.4,,344.0,103.0,294.3,70.0,69.4,28.0,2.1,18.0,1.4,12.5,,0.21,2.7,7.5,0.72,0.11,1.0,Phaseolus lunatus,Phaseolus,Leguminosae
659,CR045,"Koro wedus, biji, kering",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR045#AndraFarm,Tunggal,CR045,-,Kacang,"Hyacinth bean, seeds, dried",3.5,11.8,3.5,,338.0,395.0,403.8,88.0,61.0,,1.5,43.0,1.8,22.2,,0.12,9.1,5.8,1.3,0.62,,Mucuna pruriens / Lablab purpureus,Mucuna / Lablab,Leguminosae
660,DR116,"Koro wedus, polong",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR116#AndraFarm,Tunggal,DR116,-,Sayur,"Koro wedus, pods",0.8,88.0,1.1,66.0,46.0,47.0,249.3,56.0,7.9,870.0,0.3,2.0,0.5,3.0,,0.09,0.4,3.3,0.09,0.09,17.0,Mucuna pruriens / Lablab purpureus,Mucuna / Lablab,Leguminosae / Fabaceae
661,DP039,Kotiu hinela tawang nggole,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DP039#AndraFarm,Olahan,DP039,-,Sayur,Kotiu hinela tawang nggole,1.9,88.4,,75.0,46.0,44.0,103.0,64.0,6.0,,1.5,316.0,9.7,2.2,,,0.8,3.8,1.6,0.3,7.0,,,
662,AP062,Koya,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP062#AndraFarm,Olahan,AP062,-,Serealia,Koya,0.8,13.2,7.0,,366.0,222.0,,153.0,77.5,,4.3,,,4.2,,,,0.8,,,,,,
663,AP063,Koya mirasa,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP063#AndraFarm,Olahan,AP063,-,Serealia,Koya Mirasa,1.6,7.2,17.0,,370.0,110.0,,83.0,82.2,144.0,1.0,,2.6,8.0,3.0,0.45,,0.4,,0.19,,,,
664,AP064,Koyabu,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP064#AndraFarm,Olahan,AP064,-,Serealia,Koyabu,0.9,44.2,,,241.0,,,,47.2,,4.3,,,3.4,,,,,,,,,,
665,ER050,"Kranji, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=ER050#AndraFarm,Tunggal,ER050,-,Buah,"Sweet inga, fresh",2.9,20.1,3.7,,315.0,120.0,,160.0,73.5,,1.4,,,2.1,,,,,,0.02,,Pithecellablum dulce (roxb) benth,Pithecellobium,Leguminosae
666,DR118,"Kucai muda (Lokio), segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR118#AndraFarm,Tunggal,DR118,-,Sayur,"Rakkyo (Young chives), fresh",1.8,86.0,2.5,2744.0,42.0,91.0,449.1,76.0,7.8,500.0,0.6,22.0,1.8,3.8,,0.2,0.5,4.9,0.11,0.11,59.0,Allium chinense G. Don,Allium,Amaryllidaceae
667,DR117,"Kucai, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR117#AndraFarm,Tunggal,DR117,-,Sayur,"Chinese chives, fresh",0.9,86.3,1.1,2685.0,45.0,50.0,439.5,52.0,10.3,40.0,0.3,21.0,1.8,2.2,,0.2,0.5,4.8,0.11,0.11,17.0,Allium tuberosum Rottler ex Sprengel,Allium,Amaryllidaceae
668,FR022,"Kuda, daging, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=FR022#AndraFarm,Tunggal,FR022,-,Daging,"Horse, meat, fresh",0.9,76.0,2.7,,113.0,150.0,315.7,10.0,0.9,,4.1,46.0,3.0,18.1,,0.07,2.5,,0.13,0.07,,Equus caballus,Equus,Equidae
669,AP065,Kue ali,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP065#AndraFarm,Olahan,AP065,-,Serealia,Ali cake,0.4,12.8,2.5,,440.0,47.0,,27.0,64.5,,18.5,,,3.8,,0.09,,0.3,,0.13,,,,
670,AP066,Kue bangen,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP066#AndraFarm,Olahan,AP066,-,Serealia,Bangen cake,2.2,5.6,,,442.0,,,,74.2,,14.7,,,3.3,,,,,,,,,,
671,BP046,Kue bangket,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP046#AndraFarm,Olahan,BP046,-,Umbi,Bake cake,0.9,16.1,0.3,,338.0,35.0,,34.0,80.3,,1.2,67.0,,1.5,,,0.2,,0.2,0.3,,,,
672,AP067,Kue gelang,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP067#AndraFarm,Olahan,AP067,-,Serealia,Bracelet cake,1.0,7.1,,,448.0,,,,70.0,,16.1,,,5.8,,,,,,,,,,
673,AP068,Kue jahe,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP068#AndraFarm,Olahan,AP068,-,Serealia,Ginger cake,1.3,3.7,4.0,,425.0,61.0,,155.0,84.6,,8.8,,,1.6,,,,1.2,,0.2,,,,
674,AP069,Kue kelapa,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP069#AndraFarm,Olahan,AP069,-,Serealia,Coconut Cake,1.5,3.3,1.6,,591.0,180.0,443.0,32.0,47.5,,42.1,33.0,,5.6,,,1.1,,0.5,,,,,
675,AP070,Kue koa,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP070#AndraFarm,Olahan,AP070,-,Serealia,Koa cake,1.0,14.5,,,340.0,,,,79.3,,0.4,,,4.8,,,,,,,,,,
676,AP071,Kue ku temu,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP071#AndraFarm,Olahan,AP071,-,Serealia,Ku temu cake,0.5,46.2,,,214.0,,,,49.6,,0.2,,,3.5,,,,,,,,,,
677,AP072,Kue lumpur,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP072#AndraFarm,Olahan,AP072,-,Serealia,Mud / Lumpur cake,1.1,40.1,2.3,,291.0,60.0,,96.0,44.1,400.0,11.1,,,3.6,20.0,,,,,0.24,,,,
678,AP073,Kue pelita,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP073#AndraFarm,Olahan,AP073,-,Serealia,Pelita cake,0.6,71.0,,,141.0,,,,17.6,,5.5,,,5.3,,,,,,,,,,
679,AP074,Kue putu cangkir,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP074#AndraFarm,Olahan,AP074,-,Serealia,Cuppa putu cake,0.2,32.6,4.0,,304.0,193.0,,18.0,54.9,,7.0,,,5.3,,,,0.9,,0.06,,,,
680,BP047,Kue putu singkong,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=BP047#AndraFarm,Olahan,BP047,-,Umbi,Cassava putu cake,0.9,44.2,1.5,,217.0,68.0,305.0,48.0,53.2,,0.5,3.0,0.8,1.2,,0.1,,2.4,,0.1,,,,
681,AP075,Kue sus,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP075#AndraFarm,Olahan,AP075,-,Serealia,Eclairs,0.9,56.6,2.5,,221.0,85.0,,105.0,24.8,1300.0,10.2,,,7.5,26.0,,,,,0.12,,,,
682,AP076,Kue thipan,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP076#AndraFarm,Olahan,AP076,-,Serealia,Thipan cake,0.4,43.0,1.8,,247.0,107.0,56.0,16.0,49.5,,4.2,95.0,,2.9,,,0.8,,1.3,0.17,,,,
683,DR119,Kulit melinjo,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR119#AndraFarm,Tunggal,DR119,-,Sayur,Melinjo skin,1.8,71.9,2.6,,111.0,179.0,,117.0,20.7,1267.0,1.1,,,4.5,,,,5.0,,0.07,7.0,Gnetum gnemon L.,Gnetum,Gnetaceae
684,DR120,"Kundur, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR120#AndraFarm,Tunggal,DR120,-,Sayur,"Wax gourd (Kundur), fresh",0.7,94.0,0.5,7.0,22.0,54.0,200.0,3.0,4.7,,0.2,2.0,0.4,0.4,,0.03,0.3,1.3,0.1,0.1,1.0,Benincasa pruriens (Parkinson) W.J. de Wilde forma hispida (Thunb.) W.J.de Wilde,Benincasa,Cucurbitaceae
685,NR022,"Kunyit, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=NR022#AndraFarm,Tunggal,NR022,-,Bumbu,"Turmeric, fresh",1.3,84.9,3.3,12.0,69.0,78.0,406.7,24.0,9.1,,2.7,6.0,0.4,2.0,,0.02,0.4,0.6,0.05,0.03,1.0,Curcuma longa,Curcuma,Zingiberaceae
686,GR043,"Kura-kura, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR043#AndraFarm,Tunggal,GR043,-,Ikan dsb,"Turtles (Tortoise), fresh",0.7,80.0,0.7,,83.0,87.0,,27.0,,,0.2,,,19.1,,,,,,0.2,,,,
687,GR044,"Kuro, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=GR044#AndraFarm,Tunggal,GR044,-,Ikan dsb,"Kuro, fresh",0.9,79.9,1.0,,87.0,136.0,,75.0,1.0,,2.2,,,16.0,6.0,,,,,0.04,,Polydactylus octonemus,,Polynemidae
688,CP046,Kwaci,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CP046#AndraFarm,Olahan,CP046,-,Kacang,Kwaci,3.7,9.9,6.2,,515.0,312.0,448.6,54.0,13.8,,42.1,124.0,0.3,30.6,,0.19,9.7,13.6,0.65,0.02,,,,
689,JP004,Kwark (Quark),https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=JP004#AndraFarm,Olahan,JP004,-,Susu,Kwark (Quark),2.0,59.0,0.5,,242.0,350.0,72.7,300.0,3.0,,17.0,37.0,0.0,19.0,173.0,0.38,0.2,,0.01,0.03,,,,
690,DR121,"Labu air, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR121#AndraFarm,Tunggal,DR121,-,Sayur,"Bottle gourd (Pumpkin water), fresh",0.4,95.0,0.6,11.0,19.0,18.0,168.2,12.0,3.8,70.0,0.2,2.0,0.4,0.6,,0.02,0.8,0.6,0.03,0.04,10.0,Lagenaria siceraria (Molina) Standley,Lagenaria,Cucurbitaceae
691,DR122,"Labu kuning, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR122#AndraFarm,Tunggal,DR122,-,Sayur,"Pumpkin, yellow, fresh",1.2,86.6,0.7,1569.0,51.0,180.0,220.0,40.0,10.0,,0.5,280.0,0.1,1.7,,,1.5,2.7,0.35,0.2,2.0,Cucurbita moschata (Duchesne ex Lamk) Duchense ex Poiret,Cucurbita,Cucurbitaceae
692,DR123,"Labu siam, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR123#AndraFarm,Tunggal,DR123,-,Sayur,"Chayote, fresh",0.3,92.3,0.5,48.0,30.0,25.0,167.1,14.0,6.7,20.0,0.1,3.0,0.6,0.6,,,1.0,6.2,0.16,0.02,18.0,Sechium edule (Jacq.) Swartz,Sechium,Cucurbitaceae
693,DR124,"Labu waluh, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=DR124#AndraFarm,Tunggal,DR124,-,Sayur,"Pumpkin, fresh",1.0,91.2,1.4,712.0,32.0,64.0,356.2,45.0,6.6,180.0,0.1,1.0,0.6,1.1,,0.12,0.3,0.5,0.13,0.08,52.0,Cucurbita moschata (Duchesne ex Lamk) Duchense ex Poiret,Cucurbita,Cucurbitaceae
694,AP077,Laksa/Putu mayang,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=AP077#AndraFarm,Olahan,AP077,-,Serealia,Laksa/Putu mayang,0.6,73.2,,,121.0,,,,21.1,,3.4,,,1.7,,,,,,,,,,
695,CR046,"Lamtoro biji, muda, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR046#AndraFarm,Tunggal,CR046,-,Kacang,"Laucaena (Lamtoro seeds), inmature, fresh",1.2,77.4,2.7,,85.0,53.0,485.7,180.0,15.4,423.0,0.3,35.0,1.0,5.7,,1.15,1.4,10.8,0.02,0.08,15.0,Lencaena glanca,Leucaena,Leguminosae
696,CR047,"Lamtoro biji, tua, segar",https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR047#AndraFarm,Tunggal,CR047,-,Kacang,"Laucaena (Lamtoro seeds), mature, fresh",1.3,61.4,2.2,,148.0,59.0,628.6,155.0,26.2,416.0,0.5,28.0,2.8,10.6,,0.49,2.4,17.0,0.03,0.23,20.0,Lencaena glanca,Leucaena,Leguminosae
697,CR048,Lamtoro var. gung tanpa kulit,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR048#AndraFarm,Tunggal,CR048,-,Kacang,Gung Laucaena (Lamtoro seeds) without skin,4.4,10.2,23.3,,367.0,441.0,1462.3,136.0,32.5,18900.0,5.4,65.0,1.0,46.4,,1.15,5.6,2.6,0.07,0.06,9.0,Lencaena glanca,Leucaena,Leguminosae
698,CR049,Lamtoro var. lokal dengan kulit,https://www.andrafarm.com/_andra.php?_i=daftar-tkpi&kmakan=CR049#AndraFarm,Tunggal,CR049,-,Kacang,Local Laucaena (Lamtoro seeds) without skin,1.8,13.5,1.5,,336.0,321.0,1858.9,867.0,59.7,321.0,1.2,134.0,0.9,23.8,,1.34,5.4,15.4,0.07,0.15,16.0,Lencaena glanca,Leucaena,Leguminosae
